OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,SHAPESTLen,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,TOP_ELEV,INVELEV1,INVELEV2,INVELEV3,INVELEV4,NET_ROLE,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1,RASTERVALU_1
442,1,517,10988,37259,Reinforced Concrete Pipe,34.39741896,18,2.8,10.1, , , ,0.036,0.75,5.7, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,TRUE, ,34.39741896,226,-157.7488441,21.29274699,900.0042725,47744,42513,Man Hole, , ,-157.7488441,21.29274699, , , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-42513, ,900.0042725
443,1,518,11113,37329,Reinforced Concrete Pipe,37.07339365,42,5.6,114.5, , , ,0.01,3.5,11.9, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=17.1, Aover=10.5",TRUE, ,37.07339365,227,-157.7479274,21.29121276,759.7039185,4419,44266,Man Hole, , ,-157.7479274,21.29121275,14.2, , , , , , , ,9847,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-44266, ,759.7038574
444,1,519,11113,37329,Reinforced Concrete Pipe,37.07339365,42,5.6,114.5, , , ,0.01,3.5,11.9, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=17.1, Aover=10.5",TRUE, ,37.07339365,227,-157.7479018,21.29131195,764.4273071,40419,42527,Man Hole, , ,-157.7479018,21.29131195,11, , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-42527, ,764.4273071
445,1,520,11114,37334,Reinforced Concrete Pipe,202.7993026,18,0.8,2.9, , , ,0.05,0.8,1.8, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,TRUE, ,202.7993026,228,-157.7483849,21.29191461,833.7214355,35869,42537,Catch Basin,0.8,2.9,-157.7483849,21.29191461, , , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-42537, ,833.7214355
446,1,521,11114,37334,Reinforced Concrete Pipe,202.7993026,18,0.8,2.9, , , ,0.05,0.8,1.8, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,TRUE, ,202.7993026,228,-157.7477936,21.29198197,803.828125,22878,42523,Man Hole, , ,-157.7477936,21.29198197,11.6, , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-42523, ,803.828125
447,1,522,11115,37338,Ditch,166.9673686, ,0.2,1, , , , , , , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch,TRUE, ,166.9673686,229,-157.7477372,21.29234613,828.7646484,40420,42538,Grate/Drain Inlet, , ,-157.7477372,21.29234613, , , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-42538, ,828.7646484
448,1,529,11481,50514,Ditch,223.1667563, ,0.69,3.31, , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch,TRUE, ,223.1667563,231,-157.7478938,21.29077132,741.1393433,24708,44236,Man Hole, , ,-157.7478938,21.29077132, , , , , , , , ,9847,1992-05-29T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 50,HWES 50-44236, ,741.1393433
449,1,536,11483,50517,Reinforced Concrete Pipe,35.02840915,6, , , , , , , , , , , , ,2637,1991-06-21T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,TRUE, ,35.02840915,233,-157.7456402,21.28072785,55.8440475,48465,25740,Man Hole, , ,-157.7456402,21.28072785,10.8, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 2637, ,TRUE,None,HMB 56,HMB 56-25740, ,55.8440437
450,1,537,11484,50519,Reinforced Concrete Pipe,110.1397867,6, , , , , , , , , , , , ,2637,1991-06-21T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,TRUE, ,110.1397867,234,-157.7460468,21.28077521,59.8482666,45146,56073,Grate/Drain Inlet, , ,-157.7460468,21.2807752, , , , , , , , ,2637,1991-06-21T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HMB 56,HMB 56-56073, ,59.8482552
451,1,541,12496,41387,Reinforced Concrete Pipe,135.5697954,18, , , , , , , , , , , , ,10623, , ,City and County of Honolulu,SWQDC As-built,SWQDC,jnolan,Existing RCP,TRUE, ,135.5697954,235,-157.7521063,21.29003493,216.689682,20265,46431,Man Hole, , ,-157.7521063,21.29003493, , ,235.01, , , , , ,10623, ,"Constructed, existing ROW",City and County of Honolulu,SWQDC As-built,SWQDC,jnolan, , ,TRUE,None,HWES 25,HWES 25-46431, ,216.6896362
452,1,542,12496,41387,Reinforced Concrete Pipe,135.5697954,18, , , , , , , , , , , , ,10623, , ,City and County of Honolulu,SWQDC As-built,SWQDC,jnolan,Existing RCP,TRUE, ,135.5697954,235,-157.7521828,21.28966869,185.0837555,15181,20567,Man Hole, , ,-157.7521828,21.28966869,5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 25,HWES 25-20567, ,185.0837097
453,1,545,16579,59827,Reinforced Concrete Pipe,170.7304685,30, , , , , , , , , , , , ,Pre-SWQDC, , ,State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Streets; edited by FILENUM 18152,FALSE,Disabled from Geometric Network,170.7304685,237,-157.7610613,21.27663611,5.0023217,1956,22630,Inlet/Outlet, , ,-157.7610613,21.27663611, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",State of Hawaii,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between State DOT Concrete Ditches and State DOT RCPs; OWNERSHIP taken from Streets; edited by FILENUM 18152, ,TRUE,None,HMB 35,HMB 35-22630, ,5.0023165
454,1,557,16581,59835,Ditch,214.3052231, , , , , , , , , , , , , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Interceptor Ditch; edited by Easements,TRUE, ,214.3052231,239,-157.7617214,21.27894739,104.193573,1948,22566,Inlet/Outlet, , ,-157.7617214,21.27894739, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between Interceptor Ditch and RCP; edited by FILENUM 18152, ,TRUE,None,HMB 35,HMB 35-22566, ,104.193573
455,1,565,16582,59836,Ditch,239.4389051, , , , , , , , , , , , , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Interceptor Ditch; edited by Easements,TRUE, ,239.4389051,240,-157.7619717,21.27831589,93.3651428,32431,63816,Inlet/Outlet, , ,-157.7619717,21.27831589, , , , , , , , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,End of Interceptor Ditch; edited by Easements, ,TRUE,None,HMB 35,HMB 35-63816, ,93.3651352
456,1,566,16583,59839,Reinforced Concrete Pipe,109.3816662,30, , ,128.66, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,TRUE, ,109.3816662,241,-157.760627,21.28008373,71.550705,48968,63818,Man Hole, , ,-157.760627,21.28008373, , , , , , , , ,18152, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-63818, ,71.5506897
457,1,567,16583,59839,Reinforced Concrete Pipe,109.3816662,30, , ,128.66, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,TRUE, ,109.3816662,241,-157.7609381,21.28000854,81.0626755,16091,22537,Catch Basin, , ,-157.7609381,21.28000854, , , , , , , ,HMB 35-15-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-22537, ,81.0626755
458,1,585,16585,59856,Box Culvert,70.07041949,Other, , , ,96,84, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,70.07041949,243,-157.7606666,21.28253468,212.3251495,51752,63821,Inlet/Outlet, , ,-157.7606666,21.28253468, , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Ditch and Box Culvert; edited by Parcels, ,TRUE,None,HMB 35,HMB 35-63821, ,212.3251495
459,1,586,16585,59856,Box Culvert,70.07041949,Other, , , ,96,84, , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,70.07041949,243,-157.7606159,21.28234771,207.2714081,24122,63813,Inlet/Outlet, , ,-157.7606159,21.28234771, , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Box Culvert and Ditch; edited by Parcels, ,TRUE,None,HMB 35,HMB 35-63813, ,207.2714081
460,1,587,16586,59857,Ditch,75.98122579, , , , , , , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,75.98122579,244,-157.7606978,21.28274179,222.2819824,17669,63822,Inlet/Outlet, , ,-157.7606978,21.28274179, , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Receiving Water Body and Ditch; start of Ditch; edited by Parcels, ,TRUE,None,HMB 35,HMB 35-63822,Infall,222.2819824
461,1,588,16586,59857,Ditch,75.98122579, , , , , , , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,75.98122579,244,-157.7606666,21.28253468,212.3251495,51752,63821,Inlet/Outlet, , ,-157.7606666,21.28253468, , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Ditch and Box Culvert; edited by Parcels, ,TRUE,None,HMB 35,HMB 35-63821, ,212.3251495
462,1,593,16592,59930,Channel,502.2046755, , , , , , , , , , , , , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by State DOT and Parcels,TRUE, ,502.2046755,245,-157.7502435,21.27690142,0.0038077,22276,63853,Inlet/Outlet, , ,-157.7502435,21.27690142, , , , , , ,Sink, ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,End of Drainage Canal connection to Class A waters; edited by Parcels, ,TRUE,Sink,HWES,HWES-63853,Outfall,0.0038077
463,1,599,16595,59939,Reinforced Concrete Pipe,52.10688084,48, , ,186.189, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,TRUE, ,52.10688084,248,-157.7523643,21.28305856,17.1068974,21640,22254,Man Hole, , ,-157.7523643,21.28305856,7.4, , , , , , ,HWES 38-2-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 38,HWES 38-22254, ,17.1068974
464,1,600,16595,59939,Reinforced Concrete Pipe,52.10688084,48, , ,186.189, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,TRUE, ,52.10688084,248,-157.7525112,21.28301854,15.9606829,55386,63858,Catch Basin, , ,-157.7525112,21.28301854, , , , , , , ,HWES 38-1,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, , ,TRUE,None,HWES 38,HWES 38-63858, ,15.960681
465,1,606,16598,59947,Reinforced Concrete Pipe,19.01308978,24, , , , , , , , , , , , ,18154, , ,Private,SWQDC Other,SWQDC,jnolan, ,TRUE, ,19.01308978,251,-157.7537126,21.28233151,16.3242016,12084,63859,Grate/Drain Inlet, , ,-157.7537126,21.28233151, , , , , , , , ,18154, , ,Private,SWQDC Other,SWQDC,jnolan, , ,TRUE,None,HWES 39,HWES 39-63859, ,16.3242016
466,1,607,16598,59947,Reinforced Concrete Pipe,19.01308978,24, , , , , , , , , , , , ,18154, , ,Private,SWQDC Other,SWQDC,jnolan, ,TRUE, ,19.01308978,251,-157.7536971,21.28228122,16.1092014,20750,22273,Man Hole, , ,-157.7536971,21.28228122,7.9, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,TRUE,None,HWES 39,HWES 39-22273, ,16.1092014
467,1,609,16600,59955,Ditch,66.35951199, , , , , , , , , , , , , ,18153, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements,TRUE, ,66.35951199,252,-157.7578154,21.28275813,99.2837906,55704,22262,Man Hole, , ,-157.7578154,21.28275813,3.5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,TRUE,None,HWES 39,HWES 39-22262, ,99.2837601
468,1,611,16601,59962,Reinforced Concrete Pipe,102.4725885,24, , ,127.379, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,TRUE, ,102.4725885,253,-157.7493317,21.28435165,85.7818909,40250,29855,Man Hole, , ,-157.7493317,21.28435165, , , , , , , , ,Pre-SWQDC, ,"Constructed, not dedicated",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 38,HWES 38-29855, ,85.7818985
469,1,615,16603,59973,Reinforced Concrete Pipe,21.95414943,18, , , , , , , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, ,TRUE, ,21.95414943,255,-157.7523401,21.28464688,18.4542446,17671,63869,Catch Basin, , ,-157.7523401,21.28464688, , , , , , , ,HWES 36-2-2,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, , ,TRUE,None,HWES 36,HWES 36-63869, ,18.4542446
470,1,616,16603,59973,Reinforced Concrete Pipe,21.95414943,18, , , , , , , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, ,TRUE, ,21.95414943,255,-157.7523124,21.28459232,18.3052235,56639,20710,Catch Basin, , ,-157.7523124,21.28459232,4.6, , , , , , ,HWES 36-2-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,TRUE,None,HWES 36,HWES 36-20710, ,18.3052235
471,1,623,16605,60008,Ditch,222.6128834, , , , , , , , , , , , , ,18149, , ,Private,SWQDC Other,SWQDC,jnolan,TYPE=GRP Ditch; OWNERSHIP taken from Parcels & Easements; edited by Easements,TRUE, ,222.6128834,257,-157.7574742,21.29070251,164.4337311,42902,20531,Inlet/Outlet, , ,-157.7574742,21.29070251, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between GRP Ditches and RCP; OWNERSHIP taken from Parcels & Easements; edited by FILENUM 18149, ,TRUE,None,HWES 20,HWES 20-20531, ,164.4337006
472,1,624,16606,60012,Reinforced Concrete Pipe,20.68397397,18, , , , , , , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, ,TRUE, ,20.68397397,258,-157.7556422,21.292557,113.266983,33679,20502,Man Hole, , ,-157.7556422,21.292557, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,TRUE,None,HWES 17,HWES 17-20502, ,113.266983
473,1,625,16606,60012,Reinforced Concrete Pipe,20.68397397,18, , , , , , , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, ,TRUE, ,20.68397397,258,-157.7555855,21.29253655,113.4929733,3574,29819,Inlet/Outlet, , ,-157.7555855,21.29253655, , , , , , , ,HWES 17,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18150, ,TRUE,None,HWES 17,HWES 17-29819, ,113.4929886
474,1,635,16610,60024,Channel,129.1991065, , , , , , , , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,129.1991065,261,-157.7530884,21.293129,200.45578,27818,63855,Inlet/Outlet, , ,-157.7530884,21.293129, , , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Connection between Receiving Water Body and Channel; start of Channel; edited by Parcels, ,TRUE,None,HWES,HWES-63855,Infall,200.4557495
475,1,650,16611,60025,Channel,499.3782121, , , , , , , , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,TRUE, ,499.3782121,262,-157.7546946,21.29324964,144.4506531,14255,20488,Catch Basin, , ,-157.7546946,21.29324964, , , , , , , ,HWES 13,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,TRUE,None,HWES,HWES-20488, ,144.4506531
476,1,659,16615,60052,Ditch,47.80824602, , , , , , , , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements,TRUE, ,47.80824602,266,-157.7544727,21.29888005,332.3921509,10674,29470,Grate/Drain Inlet, , ,-157.7544727,21.29888005, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,TRUE,None,HWES 3,HWES 3-29470, ,332.3922119
477,1,660,16712,60054,Ditch,8.14888201, , , , , , , , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements,TRUE, ,8.148882013,267,-157.7545284,21.29954616,339.0856628,32006,29468,Grate/Drain Inlet, , ,-157.7545284,21.29954616, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,TRUE,None,HWES 3,HWES 3-29468, ,339.0857239
478,1,671,16715,60076,Reinforced Concrete Pipe,7.73048673, , , , , , , , , , , , , ,18156, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, ,TRUE, ,7.730486726,269,-157.7473173,21.27910592,1.8830342,57505,22376,Man Hole, , ,-157.7473173,21.27910592, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 28,HMB 28-22376, ,1.8830345
479,1,673,17723,19568,Reinforced Concrete Pipe,41.07398697,30, , ,42.608, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,FALSE,Disabled from Geometric Network,41.07398697,270,-157.7532505,21.28243667,13.4279718,2205,22270,Catch Basin, , ,-157.7532505,21.28243667,9.3, , , , , , ,HWES 39-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 39,HWES 39-22270, ,13.4279785
480,1,676,17723,19568,Reinforced Concrete Pipe,41.07398697,30, , ,42.608, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,FALSE,Disabled from Geometric Network,41.07398697,270,-157.7533354,21.2823641,14.7343493,54757,22272,Catch Basin, , ,-157.7533354,21.2823641,9.3, , , , , , ,HWES 39-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 39,HWES 39-22272, ,14.7343559
481,1,677,18150,22107,Reinforced Concrete Pipe,159.3286438,24, , ,157.567761, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,159.3286438,271,-157.7603155,21.28207788,236.0903625,52745,26090,Man Hole, , ,-157.7603155,21.28207788, , ,239.6,241.2, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-26090, ,236.0903625
482,1,678,18150,22107,Reinforced Concrete Pipe,159.3286438,24, , ,157.567761, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,159.3286438,271,-157.7602219,21.28164813,230.8972168,21388,26091,Man Hole, , ,-157.7602219,21.28164812, , ,261.41,261.71, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-26091, ,230.8972168
483,1,679,18151,19433,Reinforced Concrete Pipe,21.88571155,18, , ,17.852, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,21.88571155,272,-157.7600004,21.28153453,257.1261292,30602,22483,Man Hole, , ,-157.7600004,21.28153453, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-22483, ,257.1261292
484,1,680,18151,19433,Reinforced Concrete Pipe,21.88571155,18, , ,17.852, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,21.88571155,272,-157.7600493,21.28149548,248.6948242,12990,22485,Man Hole, , ,-157.7600493,21.28149548, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-22485, ,248.6948242
485,1,686,18153,22170,Reinforced Concrete Pipe,68.3041887,18, , ,72.155, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,68.3041887,274,-157.7599516,21.28121999,238.4891052,52746,22497,Catch Basin, , ,-157.7599516,21.28121999, , , , , , , ,HMB 35-21-6,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-22497, ,238.4891052
486,1,687,18153,22170,Reinforced Concrete Pipe,68.3041887,18, , ,72.155, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,68.3041887,274,-157.7597621,21.28115833,246.0229034,32898,29803,Man Hole, , ,-157.7597621,21.28115833, , , , , , , , ,Pre-SWQDC, ,"Constructed, not dedicated",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-29803, ,246.0229034
487,1,688,18154,22169,Reinforced Concrete Pipe,8.66490191,18, , ,10.467, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,8.664901906,275,-157.7599516,21.28121999,238.4891052,52746,22497,Catch Basin, , ,-157.7599516,21.28121999, , , , , , , ,HMB 35-21-6,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-22497, ,238.4891052
488,1,689,18154,22169,Reinforced Concrete Pipe,8.66490191,18, , ,10.467, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911,TRUE, ,8.664901906,275,-157.7599686,21.28120228,235.3521423,35247,22498,Man Hole, , ,-157.7599686,21.28120228, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-22498, ,235.3521423
489,1,690,18155,66140,Reinforced Concrete Pipe,59.5377999,24, , , , , , , , , , , , ,8911, , ,City and County of Honolulu,Pre-SWQDC,jn,jnolan, ,TRUE, ,59.5377999,276,-157.7603155,21.28207788,236.0903625,52745,26090,Man Hole, , ,-157.7603155,21.28207788, , ,239.6,241.2, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 8911, ,TRUE,None,HMB 35,HMB 35-26090, ,236.0903625
490,1,691,18155,66140,Reinforced Concrete Pipe,59.5377999,24, , , , , , , , , , , , ,8911, , ,City and County of Honolulu,Pre-SWQDC,jn,jnolan, ,TRUE, ,59.5377999,276,-157.7604891,21.28205831,204.5458679,20513,68257,Man Hole, , ,-157.7604891,21.28205831, , ,210,208, , , , ,8911, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,jn,jnolan, , ,TRUE,None,HMB 35,HMB 35-68257, ,204.5458679
