OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,SHAPESTLen,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,TOP_ELEV,INVELEV1,INVELEV2,INVELEV3,INVELEV4,NET_ROLE,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1,RASTERVALU_1
496,1,697,18454,18536,Reinforced Concrete Pipe,41.398208820000001,18, , ,41.398000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,41.398208824540831,279,-157.754667711999957,21.285514155000044,36.1767693,39236,20691,Catch Basin, , ,-157.754667711532989,21.285514155316889,4.300000, , , , , , ,HWES 32-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 32,HWES 32-20691, ,36.1767693
497,1,698,18461,18837,Reinforced Concrete Pipe,51.435419080000003,18, , ,45, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,51.435419084940484,280,-157.764525222999964,21.290222337000046,835.4747314,27271,20717,Catch Basin, , ,-157.764525223348585,21.290222336706449, , , , , , , ,HMB 35-38-12,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20717, ,835.4747314
498,1,699,18461,18837,Reinforced Concrete Pipe,51.435419080000003,18, , ,45, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,51.435419084940484,280,-157.764396466999983,21.290148258000045,831.5873413,2643,20718,Catch Basin, , ,-157.764396467337946,21.290148257700309, , , , , , , ,HMB 35-38-11,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20718, ,831.5874023
499,1,700,18462,18942,Reinforced Concrete Pipe,43.511465840000000,30, , ,43.512000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,43.511465838589530,281,-157.755670503999966,21.283900910000057,28.8653145,20748,22230,Man Hole, , ,-157.755670503615960,21.283900910183377,6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22230, ,28.8653145
500,1,701,18462,18942,Reinforced Concrete Pipe,43.511465840000000,30, , ,43.512000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,43.511465838589530,281,-157.755542741999960,21.283897927000055,28.4495354,52989,22231,Catch Basin, , ,-157.755542741605382,21.283897927183148,5.600000, , , , , , ,HWES 35-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22231, ,28.4495354
501,1,702,18463,18955,Reinforced Concrete Pipe,14.998646490000000, , , ,14.999000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,True, ,14.998646493309383,282,-157.756100269999962,21.282221979000042,25.6015530,45579,22278,Man Hole, , ,-157.756100269651512,21.282221979044493, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 39,HWES 39-22278, ,25.6015491
502,1,703,18463,18955,Reinforced Concrete Pipe,14.998646490000000, , , ,14.999000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,True, ,14.998646493309383,282,-157.756085647999981,21.282183030000056,25.4242611,52076,22279,Catch Basin, , ,-157.756085647650309,21.282183030041267,3.900000, , , , , , ,HWES 39-13-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 39,HWES 39-22279, ,25.4242573
503,1,704,18464,18957,Reinforced Concrete Pipe,103.212602980000000,36, , ,39.180000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,103.212602981770218,283,-157.754428570999977,21.282022024000071,14.4152288,2207,22287,Man Hole, , ,-157.754428570513198,21.282022024027924, , , , , , , , ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report; Was edited by FILENUM 18153, ,True,None,HWES 39,HWES 39-22287, ,14.4152260
504,1,705,18464,18957,Reinforced Concrete Pipe,103.212602980000000,36, , ,39.180000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,103.212602981770218,283,-157.754144318999977,21.282120781000060,15.0000029,16063,22281,Man Hole, , ,-157.754144319489683,21.282120781036099,5.600000, , , , , , , ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,True,None,HWES 39,HWES 39-22281, ,15.0000029
505,1,706,18482,24436,Reinforced Concrete Pipe,62.844048209999997,24, , ,60, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,62.844048212465395,284,-157.754755043999978,21.296675794000066,211.4637146,49343,25665,Man Hole, , ,-157.754755043540200,21.296675794240400, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 8,HWES 8-25665, ,211.4637756
506,1,707,18482,24436,Reinforced Concrete Pipe,62.844048209999997,24, , ,60, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,62.844048212465395,284,-157.754937542999983,21.296649756000022,194.2908478,26420,25666,Man Hole, , ,-157.754937542555297,21.296649756238253, , , , , , , ,HWES 8-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 8,HWES 8-25666, ,194.2908936
507,1,708,18483,24440,Reinforced Concrete Pipe,225.037638890000011,18, , ,205, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15621,True, ,225.037638885348912,285,-157.751829136999959,21.278714174000072,1.1791790,47515,25469,Catch Basin, , ,-157.751829137298131,21.278714173754224, , , , , , , ,HWES 44-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 44,HWES 44-25469, ,1.1791790
508,1,709,18483,24440,Reinforced Concrete Pipe,225.037638890000011,18, , ,205, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 15621,True, ,225.037638885348912,285,-157.751174404999972,21.278799009000068,0.8631583,46606,25686,Inlet/Outlet, , ,-157.751174405243944,21.278799008761268, , , , , , , ,HWES 44,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 15621, ,True,None,HWES 44,HWES 44-25686, ,0.8631584
509,1,710,18642,15026,Reinforced Concrete Pipe,82.719680870000005,18, , ,70, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,82.719680870555351,286,-157.763818354999984,21.284541926000031,539.0309448,41976,20815,Man Hole, , ,-157.763818355290113,21.284541926236443,8.600000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20815, ,539.0309448
510,1,711,18642,15026,Reinforced Concrete Pipe,82.719680870000005,18, , ,70, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,82.719680870555351,286,-157.763659101999963,21.284713906000036,559.1740723,2660,20809,Catch Basin, , ,-157.763659102276932,21.284713906250659,15, , , , , , ,HMB 35-26-12,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20809, ,559.1740723
511,1,712,18703,17823,Reinforced Concrete Pipe,39.107887759999997,18, , ,39.108000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,39.107887756400274,287,-157.751340758999959,21.283219246000044,15.6187439,21639,22252,Catch Basin, , ,-157.751340759257715,21.283219246126976,6.500000, , , , , , ,HWES 38-4-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22252, ,15.6187449
512,1,713,18703,17823,Reinforced Concrete Pipe,39.107887759999997,18, , ,39.108000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,39.107887756400274,287,-157.751445320999977,21.283263814000065,15.7710552,21638,22251,Man Hole, , ,-157.751445321266374,21.283263814130692,4.200000, , , , , , ,HWES 38-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22251, ,15.7710552
513,1,714,18750,24146,Reinforced Concrete Pipe,32.386754969999998,24, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,32.386754973817609,288,-157.746777679999980,21.286127453000063,508.4905701,42046,25603,Catch Basin, , ,-157.746777679880154,21.286127453367612,5.100000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-25603, ,508.4906006
514,1,715,18750,24146,Reinforced Concrete Pipe,32.386754969999998,24, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,32.386754973817609,288,-157.746765744999976,21.286039000000073,500.0857544,53969,25557,Catch Basin, , ,-157.746765744879184,21.286039000360290,7.500000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-25557, ,500.0857849
515,1,716,18751,24186,Reinforced Concrete Pipe,63.426078769999997,18, , ,85, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,63.426078773758555,289,-157.756461460999958,21.297388561000048,232.3300781,14340,25679,Catch Basin, , ,-157.756461460681408,21.297388561299385, , , , , , , ,HWES 7-3-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 7,HWES 7-25679, ,232.3300476
516,1,717,18751,24186,Reinforced Concrete Pipe,63.426078769999997,18, , ,85, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,63.426078773758555,289,-157.756606670999957,21.297279163000042,246.0398407,38395,25680,Man Hole, , ,-157.756606670693401,21.297279163290284, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 7,HWES 7-25680, ,246.0398254
517,1,718,18799,22135,Reinforced Concrete Pipe,36.249658619999998,18, , ,36.250000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,36.249658622128187,290,-157.750555986999984,21.279404862000035,0.4039876,12342,22366,Catch Basin, , ,-157.750555987192769,21.279404861811372,4, , , , , , ,HWES 43-2-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22366, ,0.4039878
518,1,719,18799,22135,Reinforced Concrete Pipe,36.249658619999998,18, , ,36.250000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,36.249658622128187,290,-157.750601295999985,21.279314558000067,0.4395572,2282,22370,Man Hole, , ,-157.750601296196521,21.279314557803900,5.400000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22370, ,0.4395573
519,1,720,18800,22157,Reinforced Concrete Pipe,216.659775190000005,30, , ,300, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,216.659775186853210,291,-157.756702880999967,21.274118344000044,0.0163294,55719,22422,Man Hole, , ,-157.756702880701368,21.274118344373960, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22422, ,0.0163294
520,1,723,18957,20931,Reinforced Concrete Pipe,9.625569870000000,18, , ,9.625000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,9.625569866824460,292,-157.749526282999966,21.279558449000035,0.1127853,35544,22363,Man Hole, , ,-157.749526283107571,21.279558448824105,3, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22363, ,0.1127853
521,1,724,18957,20931,Reinforced Concrete Pipe,9.625569870000000,18, , ,9.625000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,9.625569866824460,292,-157.749507959999960,21.279538269000057,0.1129027,8648,22364,Catch Basin, , ,-157.749507960106058,21.279538268822421,3, , , , , , ,HWES 43-3-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22364, ,0.1129027
522,1,725,19021,23741,Reinforced Concrete Pipe,46.302328809999999,24, , ,50, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.302328812833842,293,-157.754774601999969,21.298942475000047,301.5120239,3489,29463,Man Hole, , ,-157.754774601541840,21.298942475427907, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 3,HWES 3-29463, ,301.5120544
523,1,726,19021,23741,Reinforced Concrete Pipe,46.302328809999999,24, , ,50, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.302328812833842,293,-157.754867974999968,21.298849792000055,292.3705444,50356,29462,Catch Basin, , ,-157.754867974549541,21.298849792420242, , , , , , , ,HWES 3-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 3,HWES 3-29462, ,292.3705750
524,1,727,19051,21662,Reinforced Concrete Pipe,239.237559940000011,24, , ,239.243000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 27 inch,True, ,239.237559936736005,294,-157.749576351999963,21.281211629000040,2.1889219,2273,22316,Man Hole, , ,-157.749576352111717,21.281211628960875,4.400000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22316, ,2.1889219
525,1,730,19051,21662,Reinforced Concrete Pipe,239.237559940000011,24, , ,239.243000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 27 inch,True, ,239.237559936736005,294,-157.750259486999965,21.281057503000056,2.4345050,28120,22323,Man Hole, , ,-157.750259487168250,21.281057502948102, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22323, ,2.4345052
526,1,731,19052,21690,Reinforced Concrete Pipe,460.482450889999996,18, , ,460.485000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,460.482450890403584,295,-157.755709441999983,21.280113150000034,17.4547443,47426,22350,Man Hole, , ,-157.755709441619189,21.280113149869976, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22350, ,17.4547424
527,1,735,19052,21690,Reinforced Concrete Pipe,460.482450889999996,18, , ,460.485000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,460.482450890403584,295,-157.754401154999982,21.280434589000038,8.1147547,38272,22341,Man Hole, , ,-157.754401154510930,21.280434588896583, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22341, ,8.1147509
528,1,736,19053,21691,Reinforced Concrete Pipe,91.726665990000001,18, , ,91.727000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,91.726665987230263,296,-157.755723711999963,21.280365296000070,16.5097504,2279,22345,Man Hole, , ,-157.755723711620362,21.280365295890874, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22345, ,16.5097504
529,1,738,19053,21691,Reinforced Concrete Pipe,91.726665990000001,18, , ,91.727000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,91.726665987230263,296,-157.755709441999983,21.280113150000034,17.4547443,47426,22350,Man Hole, , ,-157.755709441619189,21.280113149869976, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22350, ,17.4547424
530,1,739,19180,39141,Reinforced Concrete Pipe,19.284912060000000,18,1.12,5.38, , , ,0.01,0.77,3.04, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,True, ,19.284912059938485,297,-157.748216425999971,21.289697366000041,680.5715942,39462,44129,Catch Basin,1.12,5.39,-157.748216425999203,21.289697365663017, , , , , , , , ,9847,1992-05-29T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,True,None,HWES 50,HWES 50-44129, ,680.5715332
531,1,740,19180,39141,Reinforced Concrete Pipe,19.284912060000000,18,1.12,5.38, , , ,0.01,0.77,3.04, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, ,True, ,19.284912059938485,297,-157.748173907999984,21.289662287000056,673.0294189,35829,44128,Catch Basin,0.590000,2.690000,-157.748173907995692,21.289662286660075, , , , , , , , ,9847,1992-05-29T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,True,None,HWES 50,HWES 50-44128, ,673.0294189
532,1,751,19781,59997,Ditch,897.019399470000053, , , , , , , , , , , , , ,18155, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements,True, ,897.019399467268045,300,-157.752025016999966,21.288536248000071,150.3070374,45628,20611,Inlet/Outlet, , ,-157.752025017314338,21.288536247566924, , , , , , , ,HWES 25-23,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Intake; connection between Ditch and RCP; OWNERSHIP taken from Parcels & Easements; edited by FILENUM 18155, ,True,None,HWES 25,HWES 25-20611, ,150.3070068
533,1,756,19783,60053,Ditch,72.801376349999998, , , , , , , , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Easements,True, ,72.801376350557291,302,-157.754472741999962,21.298880054000051,332.3921509,10674,29470,Grate/Drain Inlet, , ,-157.754472741516850,21.298880054422796, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,True,None,HWES 3,HWES 3-29470, ,332.3922119
534,1,757,19790,60071,Ditch,513.690266189999988, , , , , , , , , , , , , ,18157, , ,Private,SWQDC Other,SWQDC,jnolan, ,True, ,513.690266186069266,303,-157.746217614999978,21.285094031000028,431.5303345,26932,63892,Grate/Drain Inlet, , ,-157.746217614833824,21.285094031282085, , , , , , , , ,18157, , ,Private,SWQDC Other,SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-63892, ,431.5303650
535,1,762,19790,60071,Ditch,513.690266189999988, , , , , , , , , , , , , ,18157, , ,Private,SWQDC Other,SWQDC,jnolan, ,True, ,513.690266186069266,303,-157.747226207999972,21.284222243000045,376.8960266,59090,63893,Man Hole, , ,-157.747226207917265,21.284222243209967, , , , , , , , ,18157, , ,Private,SWQDC Other,SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-63893, ,376.8960266
536,1,763,19900,15602,Reinforced Concrete Pipe,172.505323370000013,18, , ,160, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,172.505323368576427,304,-157.754640023999968,21.288259296000035,68.6376343,3114,25608,Man Hole, , ,-157.754640023530698,21.288259295543980,5.600000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 28,HWES 28-25608, ,68.6376266
537,1,764,19900,15602,Reinforced Concrete Pipe,172.505323370000013,18, , ,160, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,172.505323368576427,304,-157.754145653999984,21.288363415000049,71.8730011,34623,20616,Man Hole, , ,-157.754145654489776,21.288363414552634,7.400000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 28,HWES 28-20616, ,71.8729935
538,1,765,20172,16003,Reinforced Concrete Pipe,47.494463439999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,47.494463443992998,305,-157.761569630999958,21.286540483000067,470.8085327,2653,20764,Catch Basin, , ,-157.761569631104038,21.286540483401780,10, , , , , , ,HMB 35-32,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20764, ,470.8085938
539,1,766,20172,16003,Reinforced Concrete Pipe,47.494463439999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,47.494463443992998,305,-157.761561708999977,21.286671019000039,490.2446899,28161,20759,Catch Basin, , ,-157.761561709103404,21.286671019412609,5, , , , , , ,HMB 35-32-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20759, ,490.2447815
540,1,767,20180,18368,Reinforced Concrete Pipe,46.507911309999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.507911310990984,306,-157.754663125999969,21.294688895000036,152.5184326,2562,20479,Catch Basin, , ,-157.754663125532602,21.294688895075979,4.200000, , , , , , ,HWES 10-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 10,HWES 10-20479, ,152.5184479
541,1,768,20180,18368,Reinforced Concrete Pipe,46.507911309999997,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.507911310990984,306,-157.754797184999973,21.294664252000075,148.6865387,48394,20480,Catch Basin, , ,-157.754797184543690,21.294664252073972,4.400000, , , , , , ,HWES 10-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 10,HWES 10-20480, ,148.6865540
542,1,769,20195,18838,Reinforced Concrete Pipe,110.902605890000004,18, , ,105, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,110.902605892956217,307,-157.763749367999964,21.290017055000078,801.9814453,9621,20719,Catch Basin, , ,-157.763749368284408,21.290017054689429, , , , , , , ,HMB 35-40-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20719, ,801.9814453
