"subcatchment","x","y"
13,-157.7556976,21.28915647
13,-157.7556562,21.28923409
13,-157.755649,21.28931416
13,-157.7555787,21.28930627
13,-157.7555149,21.28930456
13,-157.7554543,21.28930585
13,-157.7554096,21.28931415
13,-157.7553683,21.28939601
13,-157.7552931,21.28951578
13,-157.7552091,21.28960138
13,-157.7551802,21.28971994
13,-157.7551946,21.28981672
13,-157.7550912,21.28980385
13,-157.7550512,21.28979888
13,-157.7547652,21.2901561
13,-157.7546397,21.29031275
13,-157.7546364,21.29031234
13,-157.754455,21.28879368
13,-157.754533,21.28878904
13,-157.7545464,21.28878348
13,-157.7545552,21.28877983
13,-157.7545913,21.28876857
13,-157.7547269,21.28874268
13,-157.7548041,21.28872795
13,-157.7548176,21.28872537
13,-157.7551511,21.28854414
13,-157.7551701,21.28852911
13,-157.7551798,21.28852136
13,-157.7552422,21.28847174
13,-157.7552598,21.28845992
13,-157.7553206,21.28841919
13,-157.755323,21.28841754
13,-157.7554708,21.28836721
13,-157.7555718,21.28837814
13,-157.7556237,21.28839395
13,-157.7557228,21.28842641
13,-157.7558164,21.2884001
13,-157.7559338,21.28845248
13,-157.756047,21.28845986
13,-157.7561316,21.28846043
13,-157.7562151,21.28846099
13,-157.7563193,21.2884617
13,-157.7563866,21.28847027
13,-157.7564476,21.28848834
13,-157.7564959,21.28852835
13,-157.7564368,21.28860784
14,-157.7529177,21.29486915
14,-157.7529199,21.29485441
14,-157.7529362,21.29482536
14,-157.7529743,21.2947749
14,-157.7529985,21.29474296
14,-157.753012,21.29472701
14,-157.7530367,21.2946978
14,-157.753053,21.29468065
14,-157.7531062,21.29462449
14,-157.7531248,21.29460494
14,-157.7531487,21.29458639
14,-157.7531956,21.29455013
14,-157.7532005,21.29454697
14,-157.7532337,21.29452532
14,-157.7532628,21.29451405
14,-157.7533304,21.29450087
14,-157.7534808,21.29449214
14,-157.7536358,21.29448314
14,-157.7537044,21.29447092
14,-157.7537346,21.29446073
14,-157.753766,21.29444387
14,-157.7537959,21.29442781
14,-157.7538653,21.29439789
14,-157.7539013,21.29438239
14,-157.7539254,21.29436881
14,-157.7539545,21.29434557
14,-157.754007,21.29430363
14,-157.7540488,21.29427023
14,-157.7540861,21.29424035
14,-157.754116,21.29422291
14,-157.7541446,21.29420938
14,-157.754217,21.29417504
14,-157.7542373,21.29416299
14,-157.7543035,21.29412366
14,-157.7543315,21.29411513
14,-157.7543994,21.29411591
14,-157.754486,21.29413062
14,-157.7545311,21.2941453
14,-157.7545731,21.29416575
14,-157.7546143,21.29419167
14,-157.7546424,21.29420938
14,-157.7546486,21.29421325
14,-157.75468,21.29423734
14,-157.7547085,21.29426547
14,-157.7547472,21.29430363
14,-157.7548028,21.29435839
14,-157.7548239,21.29437916
14,-157.7548486,21.29439789
14,-157.7548778,21.29442003
14,-157.754897,21.29443252
14,-157.7549352,21.29445726
14,-157.7549694,21.29447018
14,-157.7550075,21.29447905
14,-157.7550483,21.29448486
14,-157.7551351,21.2944899
14,-157.7552244,21.29448856
14,-157.7553122,21.29448148
14,-157.7553942,21.2944672
14,-157.7554311,21.29445632
14,-157.7554626,21.29444395
14,-157.7554981,21.29442995
14,-157.7555334,21.29442067
14,-157.7555703,21.29441534
14,-157.7556443,21.29441627
14,-157.7556789,21.29442315
14,-157.75571,21.29443532
14,-157.7557366,21.29445329
14,-157.7557453,21.2944617
14,-157.7557769,21.29449214
14,-157.7557833,21.29449829
14,-157.7558033,21.29452493
14,-157.7558185,21.29455667
14,-157.7558384,21.29463127
14,-157.7558396,21.2946381
14,-157.7558599,21.29475194
14,-157.7558696,21.2947897
14,-157.7558836,21.29482467
14,-157.7559058,21.29485819
14,-157.7559154,21.29486915
14,-157.7559338,21.29489019
14,-157.7559634,21.29492389
14,-157.7559959,21.29495399
14,-157.7560094,21.29496341
14,-157.7561125,21.29503532
14,-157.7561223,21.2950487
14,-157.7561226,21.29504904
14,-157.7561223,21.29505766
14,-157.7560095,21.29505568
14,-157.7559925,21.29505766
14,-157.7559598,21.29506148
14,-157.7559459,21.29506975
14,-157.7559416,21.29507589
14,-157.7559338,21.29510325
14,-157.7559277,21.29512485
14,-157.7559199,21.29513798
14,-157.7559068,21.29514579
14,-157.755883,21.29515191
14,-157.7558651,21.29515652
14,-157.7558517,21.295164
14,-157.7558434,21.29517791
14,-157.7558396,21.29519986
14,-157.7558385,21.29520625
14,-157.7558396,21.29534042
14,-157.755291,21.29534336
14,-157.7551516,21.29534042
14,-157.7551452,21.29534029
14,-157.7550523,21.29533396
14,-157.7549664,21.29532066
14,-157.754897,21.29529766
14,-157.754823,21.29527309
14,-157.7547424,21.29525943
14,-157.7546298,21.29524617
14,-157.7545737,21.29523956
14,-157.754497,21.29522195
14,-157.7544637,21.29520805
14,-157.7544348,21.29518981
14,-157.7544258,21.29518258
14,-157.7543875,21.29515191
14,-157.7543562,21.29512681
14,-157.7543315,21.29509852
14,-157.7542959,21.29505766
14,-157.7542681,21.29502589
14,-157.7542373,21.29497695
14,-157.7542132,21.29493876
14,-157.7541918,21.2949127
14,-157.754166,21.29489103
14,-157.7541313,21.29486915
14,-157.7540488,21.29481705
14,-157.7540202,21.29479905
14,-157.7539889,21.29478294
14,-157.7539708,21.2947749
14,-157.7538603,21.29472576
14,-157.7538284,21.29471162
14,-157.7537947,21.2947019
14,-157.7537588,21.29469648
14,-157.753685,21.29469732
14,-157.7536496,21.29470377
14,-157.753617,21.29471493
14,-157.7535879,21.294731
14,-157.7535775,21.29473781
14,-157.7535208,21.2947749
14,-157.7534832,21.2947995
14,-157.7534456,21.29482416
14,-157.7534122,21.29483866
14,-157.7533736,21.29484951
14,-157.7533255,21.2948576
14,-157.7532105,21.29486712
14,-157.7531359,21.29486915
14,-157.7530902,21.2948704
15,-157.7524465,21.27997712
15,-157.7524458,21.27990484
15,-157.7524465,21.27990202
15,-157.75245,21.27988644
15,-157.7524656,21.27988287
15,-157.7524684,21.27988222
15,-157.7525407,21.27988287
15,-157.7525414,21.27995514
15,-157.7525407,21.27995796
15,-157.7525371,21.27997354
15,-157.7525215,21.27997712
15,-157.7525187,21.27997777
15,-157.7524451,21.28000852
15,-157.7524282,21.280076
15,-157.7523947,21.28016563
15,-157.7523799,21.2802052
15,-157.7523522,21.28031369
15,-157.7523344,21.28038344
15,-157.7523082,21.28044838
15,-157.7522938,21.28048421
15,-157.7522829,21.28052045
15,-157.7522579,21.28067143
15,-157.7522562,21.28068223
15,-157.7522396,21.28075995
15,-157.7522271,21.28079455
15,-157.75221,21.2808254
15,-157.7521637,21.28090931
15,-157.75216,21.28091597
15,-157.7521415,21.28094457
15,-157.752119,21.28096919
15,-157.7520909,21.28098829
15,-157.7520587,21.28100314
15,-157.7520277,21.28101391
15,-157.7519538,21.28103963
15,-157.7519215,21.28105448
15,-157.7518809,21.28108158
15,-157.7518411,21.28110816
15,-157.7518085,21.28112997
15,-157.7517867,21.28114637
15,-157.7517547,21.28117042
15,-157.7516966,21.28120241
15,-157.7516585,21.28122334
15,-157.751625,21.28124928
15,-157.7515982,21.28127774
15,-157.7515947,21.28128137
15,-157.7515828,21.28129667
15,-157.7515674,21.28131648
15,-157.7515426,21.28135176
15,-157.751523,21.28138716
15,-157.7515105,21.28142191
15,-157.751504,21.28145248
15,-157.7515039,21.28148517
15,-157.751495,21.28148565
15,-157.7514939,21.28148517
15,-157.7514787,21.28147818
15,-157.7514581,21.28146231
15,-157.7514097,21.28141279
15,-157.7513883,21.28139092
15,-157.7513786,21.28138107
15,-157.7513528,21.28134451
15,-157.7513154,21.28127855
15,-157.7512884,21.28123091
15,-157.7512691,21.28120241
15,-157.7512497,21.28117379
15,-157.7512212,21.28112449
15,-157.7512151,21.28111402
15,-157.7511967,21.28108523
15,-157.7511751,21.2810597
15,-157.7511489,21.28103867
15,-157.7511094,21.28101391
15,-157.7510618,21.28098411
15,-157.7510327,21.28095874
15,-157.7509877,21.28091965
15,-157.7509859,21.2809181
15,-157.7509396,21.28086964
15,-157.7509384,21.280868
15,-157.7509076,21.2808254
15,-157.7508797,21.28078685
15,-157.7508652,21.28075358
15,-157.7508542,21.28071675
15,-157.7508441,21.28066689
15,-157.7508137,21.2805164
15,-157.7507887,21.28044839
15,-157.7507747,21.28041026
15,-157.7507569,21.28033281
15,-157.7507499,21.28025154
15,-157.7507497,21.28024882
15,-157.7507499,21.28023688
15,-157.7507513,21.28016521
15,-157.7507637,21.28008992
15,-157.7507756,21.2800587
15,-157.7507928,21.2800342
15,-157.7508163,21.28001808
15,-157.7508442,21.28000956
15,-157.7508744,21.28000764
15,-157.750905,21.28001184
15,-157.7509384,21.28002258
15,-157.7510013,21.2800428
15,-157.7511432,21.28007137
15,-157.7512414,21.28009114
15,-157.7512782,21.28010317
15,-157.7513154,21.28011887
15,-157.7513466,21.28013203
15,-157.7514236,21.28015153
15,-157.751553,21.28016389
15,-157.7516863,21.28016311
15,-157.751771,21.2801546
15,-157.7518102,21.28014673
15,-157.7518462,21.28013544
15,-157.7518809,21.28011851
15,-157.75191,21.2801043
15,-157.7519904,21.28007137
15,-157.7520112,21.28006289
15,-157.7520694,21.28003598
15,-157.7520828,21.28002979
15,-157.7521259,21.28001231
15,-157.7521751,21.27999866
15,-157.7522815,21.27998245
15,-157.7523684,21.27997712
15,-157.7523772,21.27997658
15,-157.7515762,21.28148453
15,-157.751579,21.28148517
15,-157.7515946,21.28148875
15,-157.7515982,21.28150433
15,-157.7515988,21.28150715
15,-157.7515982,21.28157943
15,-157.7515259,21.28158007
15,-157.7515231,21.28157943
15,-157.7515075,21.28157585
15,-157.7515039,21.28156027
15,-157.7515033,21.28155745
16,-157.7552741,21.29854504
16,-157.7552751,21.29853912
16,-157.7552741,21.2985361
16,-157.7552708,21.29852678
16,-157.7552615,21.29851004
16,-157.7552195,21.29845078
16,-157.7552155,21.29844511
16,-157.7552027,21.29841749
16,-157.755194,21.29838777
16,-157.7551898,21.29835801
16,-157.7551903,21.29833039
16,-157.7551956,21.29830707
16,-157.755205,21.29828728
16,-157.7552183,21.2982704
16,-157.7552267,21.29826228
16,-157.7552741,21.29821642
16,-157.7552976,21.29819358
16,-157.7553401,21.29817286
16,-157.7553536,21.29816802
16,-157.7554099,21.29814785
16,-157.7554311,21.29813745
16,-157.7554626,21.29811686
16,-157.7554883,21.29810003
16,-157.755539,21.29808404
16,-157.7556296,21.29807466
16,-157.755675,21.29807377
16,-157.7558907,21.29806953
16,-157.7559506,21.29806286
16,-157.7559782,21.29805567
16,-157.7560045,21.29804237
16,-157.7560268,21.29802417
16,-157.7560281,21.29802273
16,-157.7560672,21.29797952
16,-157.756085,21.29795975
16,-157.7561133,21.29792131
16,-157.7561203,21.29790437
16,-157.7561223,21.29788526
16,-157.7561946,21.29788591
16,-157.7561974,21.29788526
16,-157.756213,21.29788168
16,-157.7562166,21.2978661
16,-157.7562172,21.29786329
16,-157.7562166,21.29779101
16,-157.7562403,21.29780019
16,-157.7562949,21.29783061
16,-157.7563108,21.29783686
16,-157.7563341,21.29784597
16,-157.7563801,21.2978584
16,-157.7564827,21.2978724
16,-157.7565335,21.29787351
16,-157.7565799,21.29787051
16,-157.7566196,21.29786338
16,-157.7566556,21.29785284
16,-157.7566879,21.29783986
16,-157.7567228,21.29782579
16,-157.7567596,21.29781519
16,-157.7568405,21.29780106
16,-157.7569215,21.29779101
16,-157.7570093,21.29778011
16,-157.7570857,21.29776274
16,-157.7571189,21.29774965
16,-157.7571591,21.2977256
16,-157.7572073,21.29769676
16,-157.757253,21.29766941
16,-157.7572534,21.29766925
16,-157.7572776,21.29765803
16,-157.757304,21.29765283
16,-157.7573314,21.29765405
16,-157.7573476,21.29765816
16,-157.7574211,21.2976767
16,-157.7574978,21.29768557
16,-157.7575814,21.29768828
16,-157.757666,21.29768484
16,-157.7577464,21.29767342
16,-157.7577831,21.29766352
16,-157.7578189,21.29764991
16,-157.7578513,21.29763756
16,-157.7579279,21.29761951
16,-157.7581037,21.2976025
16,-157.7582731,21.29758612
16,-157.7583494,21.29756792
16,-157.7583844,21.29755407
16,-157.758417,21.29754119
16,-157.7584554,21.29753018
16,-157.7585406,21.29751651
16,-157.7586327,21.29750981
16,-157.7586955,21.29750825
16,-157.7587773,21.29750622
16,-157.7594212,21.29750825
16,-157.7594858,21.29750776
16,-157.7594882,21.29750825
16,-157.7594988,21.29751041
16,-157.7595076,21.2975161
16,-157.7595134,21.29753208
16,-157.7595155,21.29755757
16,-157.7595172,21.297579
16,-157.7595238,21.29759418
16,-157.759539,21.29760075
16,-157.7595574,21.2976025
16,-157.7595919,21.29760577
16,-157.7596052,21.29761427
16,-157.7596097,21.29763569
16,-157.7596108,21.29764077
16,-157.7596097,21.29769675
16,-157.7595787,21.29769794
16,-157.7595121,21.29771447
16,-157.7594212,21.29774919
16,-157.7593845,21.29776322
16,-157.7592941,21.29779101
16,-157.7592111,21.29781655
16,-157.7591794,21.29783199
16,-157.7591384,21.29786006
16,-157.7591016,21.29788526
16,-157.7590955,21.29788946
16,-157.7590442,21.29792126
16,-157.7590082,21.29794355
16,-157.7589725,21.29795662
16,-157.7589329,21.29796573
16,-157.7588457,21.29797605
16,-157.7587493,21.29797952
16,-157.7587045,21.29798112
16,-157.758133,21.29797952
16,-157.7579223,21.29797892
16,-157.7579134,21.29797952
16,-157.7577852,21.29798806
16,-157.7577038,21.29800415
16,-157.7576684,21.29801755
16,-157.7576384,21.29803466
16,-157.7576304,21.29803989
16,-157.7575785,21.29807377
16,-157.7575361,21.29810145
16,-157.7574959,21.29812775
16,-157.7574286,21.29815475
16,-157.7573829,21.29816802
16,-157.7573191,21.29818658
16,-157.7572534,21.29821466
16,-157.757187,21.29824304
16,-157.7571231,21.29826228
16,-157.7570421,21.29828664
16,-157.7570097,21.29830137
16,-157.7569706,21.29832656
16,-157.7569241,21.29835653
16,-157.7568764,21.29838733
16,-157.7568664,21.29839376
16,-157.7568363,21.29841086
16,-157.7568023,21.29842401
16,-157.7567249,21.29844093
16,-157.7566421,21.29845078
16,-157.7565562,21.29846099
16,-157.7564761,21.29847535
16,-157.7564397,21.29848626
16,-157.7564051,21.29850002
16,-157.7563381,21.29852664
16,-157.7562685,21.29854504
16,-157.7561879,21.29856634
16,-157.7561223,21.29859402
16,-157.7560542,21.29862276
16,-157.7559915,21.29863929
16,-157.7559058,21.29866186
16,-157.7558396,21.29868698
16,-157.7558106,21.29869797
16,-157.7557787,21.29870524
16,-157.7557457,21.29870753
16,-157.7557131,21.29870474
16,-157.7556826,21.29869637
16,-157.7556511,21.29867838
16,-157.7555825,21.29863929
16,-157.7555568,21.29862468
16,-157.7555157,21.29860124
16,-157.7554731,21.29858062
16,-157.7554279,21.29856497
16,-157.7553415,21.29854732
16,-157.7553191,21.29854504
16,-157.7553074,21.29854385
17,-157.7556511,21.2893082
17,-157.7556497,21.28928465
17,-157.7556511,21.28927427
17,-157.7556562,21.28923409
17,-157.7556647,21.28920562
17,-157.7556783,21.28917892
17,-157.7556976,21.28915647
17,-157.7557211,21.28913855
17,-157.7557581,21.2891197
17,-157.7558121,21.28909218
17,-157.7558396,21.28906397
17,-157.7558772,21.28902544
17,-157.7558896,21.28901266
17,-157.7559039,21.28899548
17,-157.7559152,21.28897542
17,-157.7559338,21.28893003
17,-157.7559426,21.28890857
17,-157.7559539,21.28888839
17,-157.7559685,21.28887158
17,-157.7559876,21.28885929
17,-157.756036,21.2888449
17,-157.7561235,21.28883694
17,-157.7562088,21.28882918
17,-157.756261,21.2888185
17,-157.756283,21.28880911
17,-157.7563014,21.28879608
17,-157.7563108,21.28878736
17,-157.7563592,21.28874268
17,-157.7563668,21.2887357
17,-157.7563832,21.28871685
17,-157.7563979,21.28869239
17,-157.7564051,21.28867676
17,-157.7564368,21.28860784
17,-157.7564503,21.28858435
17,-157.7564647,21.28856685
17,-157.7564793,21.2885564
17,-157.7564861,21.28855418
17,-157.7564917,21.28855236
17,-157.7564993,21.28855418
17,-157.7567889,21.28855546
17,-157.7568111,21.28855418
17,-157.7568413,21.28855243
17,-157.7568584,21.28854727
17,-157.7568696,21.28853693
17,-157.7568764,21.28851149
17,-157.7568828,21.28848731
17,-157.7568918,21.28847271
17,-157.7569218,21.28846151
17,-157.7569706,21.28845992
17,-157.757375,21.2884576
17,-157.7577744,21.2885044
17,-157.757864,21.28855309
17,-157.7578654,21.28855418
17,-157.7579131,21.28859216
17,-157.757927,21.28860317
17,-157.7579455,21.2886161
17,-157.7579706,21.28862768
17,-157.7579989,21.28863595
17,-157.7580625,21.28864571
17,-157.7581168,21.28864843
17,-157.7581672,21.28865096
17,-157.7582644,21.28865176
17,-157.7585284,21.2886929
17,-157.7585746,21.28873388
17,-157.7585751,21.28873554
17,-157.7585729,21.28874268
17,-157.7582954,21.28873606
17,-157.7581295,21.28873714
17,-157.758067,21.28874268
17,-157.7580469,21.28874447
17,-157.7580097,21.28875131
17,-157.7579757,21.28876121
17,-157.7579456,21.28877516
17,-157.7579184,21.28879511
17,-157.7579131,21.28880009
17,-157.757878,21.28883318
17,-157.7578747,21.28883694
17,-157.7578486,21.28886666
17,-157.7578344,21.28889017
17,-157.7578189,21.28892516
17,-157.7577881,21.28899462
17,-157.7577717,21.28902544
17,-157.7577554,21.28905619
17,-157.757735,21.28911662
17,-157.7577246,21.28915755
17,-157.7577105,21.28921328
17,-157.7576878,21.28927141
17,-157.7576609,21.2893082
17,-157.7576304,21.28934986
17,-157.7576082,21.28938022
17,-157.757587,21.28940246
17,-157.7575361,21.28945583
17,-157.7575162,21.28947676
17,-157.7574949,21.28949671
17,-157.7574419,21.28954634
17,-157.7574313,21.28955624
17,-157.7573871,21.28959096
17,-157.7573864,21.28959149
17,-157.7573476,21.28961616
17,-157.7573104,21.28963985
17,-157.7572606,21.28966606
17,-157.7572044,21.28968271
17,-157.7571591,21.28968522
17,-157.7571355,21.28968591
17,-157.7570856,21.28969666
17,-157.7569809,21.28973207
17,-157.7569706,21.28973339
17,-157.7569288,21.28973872
17,-157.7569041,21.28973658
17,-157.7568764,21.28972709
17,-157.7568132,21.28970553
17,-157.7567321,21.28968522
17,-157.7566545,21.28966576
17,-157.7566257,21.28965386
17,-157.7565936,21.2896363
17,-157.7565395,21.28960667
17,-157.7565033,21.28959096
17,-157.7564333,21.28956058
17,-157.7564051,21.28954279
17,-157.7563756,21.28952421
17,-157.7563507,21.28951194
17,-157.7563109,21.28949671
17,-157.7562727,21.28948212
17,-157.7562166,21.2894567
17,-157.7561964,21.28944754
17,-157.7561784,21.28944357
17,-157.7561423,21.28944462
17,-157.7561223,21.28945106
17,-157.7560903,21.2894614
17,-157.7560409,21.28946912
17,-157.7559881,21.28946619
17,-157.7559628,21.28946003
17,-157.7559338,21.28944781
17,-157.7558599,21.28941663
17,-157.7558197,21.28940246
17,-157.7557076,21.28936294
17,-157.75568,21.28934864
17,-157.7556607,21.28933405
17,-157.7556522,21.28932318
17,-157.7556511,21.28931995
17,-157.755649,21.28931416
18,-157.7525407,21.29581169
18,-157.7525383,21.29565285
18,-157.7525402,21.29556038
18,-157.7525407,21.29555557
18,-157.7525452,21.29551461
18,-157.7525558,21.29547494
18,-157.7525644,21.29545834
18,-157.7525859,21.29543467
18,-157.7525981,21.29542134
18,-157.7526167,21.29539286
18,-157.752635,21.29533265
18,-157.7526441,21.29530245
18,-157.7526597,21.29527087
18,-157.752686,21.29524617
18,-157.7527083,21.29522523
18,-157.7527292,21.29519805
18,-157.7527493,21.29517199
18,-157.7527725,21.29515191
18,-157.7527872,21.29513917
18,-157.7528073,21.29511217
18,-157.7528235,21.29506141
18,-157.7528434,21.29499875
18,-157.7528542,21.29497876
18,-157.752866,21.29496341
18,-157.7529055,21.29491224
18,-157.7529171,21.2948839
18,-157.7529177,21.29486915
18,-157.7530902,21.2948704
18,-157.7531359,21.29486915
18,-157.7532105,21.29486712
18,-157.7533255,21.2948576
18,-157.7533736,21.29484951
18,-157.7534122,21.29483866
18,-157.7534456,21.29482416
18,-157.7534832,21.2947995
18,-157.7535208,21.2947749
18,-157.7535775,21.29473781
18,-157.7535879,21.294731
18,-157.753617,21.29471493
18,-157.7536496,21.29470377
18,-157.753685,21.29469732
18,-157.7537588,21.29469648
18,-157.7537947,21.2947019
18,-157.7538284,21.29471162
18,-157.7538603,21.29472576
18,-157.7539708,21.2947749
18,-157.7539889,21.29478294
18,-157.7540202,21.29479905
18,-157.7540488,21.29481705
18,-157.7541313,21.29486915
18,-157.754166,21.29489103
18,-157.7541918,21.2949127
18,-157.7542132,21.29493876
18,-157.7542373,21.29497695
18,-157.7542681,21.29502589
18,-157.7542959,21.29505766
18,-157.7543315,21.29509852
18,-157.7543562,21.29512681
18,-157.7543875,21.29515191
18,-157.7544258,21.29518258
18,-157.7544348,21.29518981
18,-157.7544637,21.29520805
18,-157.754497,21.29522195
18,-157.7545737,21.29523956
18,-157.7546298,21.29524617
18,-157.7547424,21.29525943
18,-157.754823,21.29527309
18,-157.754897,21.29529766
18,-157.7549664,21.29532066
18,-157.7550523,21.29533396
18,-157.7551452,21.29534029
18,-157.7551516,21.29534042
18,-157.755291,21.29534336
18,-157.7558396,21.29534042
18,-157.7558416,21.29534724
18,-157.7558396,21.2953533
18,-157.7558382,21.29535741
18,-157.755829,21.29536939
18,-157.7558111,21.29538293
18,-157.7557552,21.29540747
18,-157.7556687,21.29543467
18,-157.7556153,21.29545144
18,-157.7555868,21.29546381
18,-157.7555568,21.29548229
18,-157.755528,21.29550007
18,-157.7554555,21.29552893
18,-157.7554201,21.295543
18,-157.7553948,21.29555542
18,-157.7553683,21.29557275
18,-157.7553456,21.29558757
18,-157.7553378,21.29559269
18,-157.7552653,21.29562318
18,-157.7552102,21.29564633
18,-157.7552051,21.29564846
18,-157.7552048,21.29564865
18,-157.7551798,21.29566563
18,-157.755149,21.29568658
18,-157.7550903,21.29571743
18,-157.7550501,21.29573854
18,-157.7550394,21.29574791
18,-157.75503,21.29575613
18,-157.7550155,21.29577697
18,-157.7550045,21.29580129
18,-157.7549913,21.29585192
18,-157.7549868,21.29586915
18,-157.7549753,21.29591349
18,-157.7549574,21.2959663
18,-157.7549376,21.29600019
18,-157.7549223,21.29602629
18,-157.754897,21.29608702
18,-157.7548661,21.29616157
18,-157.7548522,21.2961887
18,-157.7548498,21.29619323
18,-157.7548384,21.29621134
18,-157.7548278,21.29622811
18,-157.7548122,21.29625282
18,-157.7548055,21.29626729
18,-157.7548028,21.29628295
18,-157.75452,21.29628295
18,-157.7544889,21.29628191
18,-157.754422,21.29626559
18,-157.7543315,21.29622943
18,-157.7543283,21.29622813
18,-157.7542296,21.2961887
18,-157.7542084,21.29618022
18,-157.7541705,21.29616269
18,-157.754143,21.29614573
18,-157.7541113,21.29612617
18,-157.754049,21.29609468
18,-157.7540486,21.29609445
18,-157.7540174,21.29607864
18,-157.7539889,21.29606001
18,-157.7539545,21.29602695
18,-157.7539408,21.29601376
18,-157.7539287,21.29600019
18,-157.7538964,21.29596384
18,-157.7538723,21.29592103
18,-157.7538603,21.29589952
18,-157.7538285,21.29584299
18,-157.7538026,21.29581169
18,-157.753766,21.29576754
18,-157.7537643,21.29576545
18,-157.7537164,21.2957187
18,-157.7537147,21.29571743
18,-157.7537017,21.29570797
18,-157.7536717,21.29568604
18,-157.7536342,21.2956586
18,-157.7536012,21.29564413
18,-157.7535646,21.29563315
18,-157.7535145,21.29562318
18,-157.7533659,21.29559365
18,-157.7533295,21.29558254
18,-157.7533216,21.2955794
18,-157.7532947,21.2955687
18,-157.7532622,21.29555572
18,-157.7532259,21.29554573
18,-157.753147,21.29553524
18,-157.7530656,21.29553553
18,-157.7530233,21.2955423
18,-157.7529889,21.2955478
18,-157.7529552,21.29556006
18,-157.7529335,21.29557262
18,-157.7529256,21.29557718
18,-157.7529177,21.29558285
18,-157.7528706,21.29561663
18,-157.7528628,21.29562318
18,-157.7528235,21.29565654
18,-157.7527806,21.29569288
18,-157.7527456,21.29571743
18,-157.7527292,21.29572897
18,-157.7526707,21.29577012
18,-157.7526355,21.2957902
18,-157.7526018,21.29580379
18,-157.7525724,21.29581138
18,-157.7525698,21.29581169
18,-157.7525511,21.29581387
19,-157.7517594,21.28214495
19,-157.7517467,21.28214414
19,-157.7516924,21.28214495
19,-157.7516939,21.28187048
19,-157.7516924,21.2818482
19,-157.7516899,21.28180946
19,-157.7516783,21.28178209
19,-157.7516639,21.2817729
19,-157.7516495,21.28176793
19,-157.7516201,21.28175781
19,-157.7516132,21.28175291
19,-157.7516036,21.28173737
19,-157.7515982,21.28170088
19,-157.7515968,21.2816916
19,-157.7515982,21.28157943
19,-157.7515988,21.28150715
19,-157.7515982,21.28150433
19,-157.7515946,21.28148875
19,-157.751579,21.28148517
19,-157.7515762,21.28148453
19,-157.7515039,21.28148517
19,-157.751504,21.28145248
19,-157.7515105,21.28142191
19,-157.751523,21.28138716
19,-157.7515426,21.28135176
19,-157.7515674,21.28131648
19,-157.7515828,21.28129667
19,-157.7515947,21.28128137
19,-157.7515982,21.28127774
19,-157.751625,21.28124928
19,-157.7516585,21.28122334
19,-157.7516966,21.28120241
19,-157.7517547,21.28117042
19,-157.7517867,21.28114637
19,-157.7518085,21.28112997
19,-157.7518411,21.28110816
19,-157.7518809,21.28108158
19,-157.7519215,21.28105448
19,-157.7519538,21.28103963
19,-157.7520277,21.28101391
19,-157.7520587,21.28100314
19,-157.7520909,21.28098829
19,-157.752119,21.28096919
19,-157.7521415,21.28094457
19,-157.75216,21.28091597
19,-157.7521637,21.28090931
19,-157.75221,21.2808254
19,-157.7522271,21.28079455
19,-157.7522396,21.28075995
19,-157.7522562,21.28068223
19,-157.7522579,21.28067143
19,-157.7522829,21.28052045
19,-157.7522938,21.28048421
19,-157.7523082,21.28044838
19,-157.7523344,21.28038344
19,-157.7523522,21.28031369
19,-157.7523799,21.2802052
19,-157.7523947,21.28016563
19,-157.7524282,21.280076
19,-157.7524451,21.28000852
19,-157.7524465,21.27997712
19,-157.7525187,21.27997777
19,-157.7525215,21.27997712
19,-157.7525371,21.27997354
19,-157.7525407,21.27995796
19,-157.7525414,21.27995514
19,-157.7525407,21.27988287
19,-157.7525407,21.27978861
19,-157.7525648,21.27979666
19,-157.7525735,21.2798027
19,-157.7525742,21.27980316
19,-157.7525726,21.27981332
19,-157.752572,21.27981769
19,-157.7527151,21.27990024
19,-157.7527292,21.27990993
19,-157.7527563,21.27992858
19,-157.7528458,21.27997712
19,-157.7528634,21.27998664
19,-157.7528917,21.28000571
19,-157.7529177,21.28003256
19,-157.7529384,21.28005392
19,-157.752951,21.28007137
19,-157.7529781,21.28010886
19,-157.7529916,21.28014256
19,-157.7530014,21.28019359
19,-157.7530017,21.28019503
19,-157.7529647,21.2806401
19,-157.7529642,21.28064139
19,-157.7529538,21.28066804
19,-157.7529446,21.28070332
19,-157.7529391,21.28074053
19,-157.7529379,21.28081682
19,-157.7529423,21.280854
19,-157.7529505,21.28088922
19,-157.7529615,21.28091965
19,-157.7529658,21.28093128
19,-157.7529973,21.28132315
19,-157.7530601,21.2813773
19,-157.7530642,21.28138422
19,-157.7530693,21.28139092
19,-157.7531062,21.28143908
19,-157.7531265,21.28146551
19,-157.7531494,21.28148517
19,-157.7532005,21.281529
19,-157.7532226,21.28154794
19,-157.7532582,21.28157479
19,-157.7532659,21.28157943
19,-157.7533517,21.28163042
19,-157.753389,21.28167368
19,-157.7532781,21.28167258
19,-157.7532675,21.28167368
19,-157.7532464,21.28167587
19,-157.7532246,21.28168334
19,-157.7532103,21.28169701
19,-157.7532005,21.28171954
19,-157.7531939,21.28173447
19,-157.7531832,21.28175068
19,-157.753152,21.28176793
19,-157.7531225,21.28178422
19,-157.7531062,21.2818137
19,-157.753089,21.28184493
19,-157.753057,21.28186219
